# Version 1.00
#
freq[Hz];re:Trc1_S21;im:Trc1_S21;
9.145072536268134E+08;4.424063107113949E-02;-8.190891971164839E-01;
9.150075037518760E+08;3.702835528079469E-02;-8.201053789602356E-01;
9.155077538769385E+08;2.968264168292126E-02;-8.213095196118307E-01;
9.160080040020010E+08;2.267274073160829E-02;-8.222754049927140E-01;
9.165082541270635E+08;1.532477629791998E-02;-8.231510499531104E-01;
9.170085042521261E+08;8.094393872585880E-03;-8.240402827853519E-01;
9.175087543771886E+08;9.639630779606856E-04;-8.247794286778081E-01;
9.180090045022511E+08;-6.410342951167589E-03;-8.258488961296745E-01;
9.185092546273136E+08;-1.362340219183693E-02;-8.266229664230184E-01;
9.190095047523762E+08;-2.095887734066972E-02;-8.274676882106258E-01;
9.195097548774387E+08;-2.821683773205422E-02;-8.281563627652051E-01;
9.200100050025012E+08;-3.570024797580242E-02;-8.288582057036159E-01;
9.205102551275638E+08;-4.285447409771281E-02;-8.293120226008758E-01;
9.210105052526263E+08;-5.017283922166257E-02;-8.299381042361246E-01;
9.215107553776889E+08;-5.739658593993973E-02;-8.305477536010247E-01;
9.220110055027514E+08;-6.464466234404286E-02;-8.309849865474412E-01;
9.225112556278139E+08;-7.215992512259604E-02;-8.313945648817023E-01;
9.230115057528764E+08;-7.952152761705293E-02;-8.319821011113360E-01;
9.235117558779390E+08;-8.685652136796838E-02;-8.322292098943778E-01;
9.240120060030015E+08;-9.431629575794348E-02;-8.326944488673463E-01;
9.245122561280640E+08;-1.017031524438669E-01;-8.328122224040162E-01;
9.250125062531266E+08;-1.091947355535088E-01;-8.331716484534042E-01;
9.255127563781891E+08;-1.165034142272134E-01;-8.333668462591057E-01;
9.260130065032517E+08;-1.238963081179436E-01;-8.335375648989464E-01;
9.265132566283141E+08;-1.314409969978432E-01;-8.336274970425231E-01;
9.270135067533767E+08;-1.389373577514622E-01;-8.337605901901892E-01;
9.275137568784392E+08;-1.464649027668711E-01;-8.335839960739992E-01;
9.280140070035018E+08;-1.540111765224471E-01;-8.336303384775205E-01;
9.285142571285642E+08;-1.616646878847544E-01;-8.336329895663711E-01;
9.290145072536268E+08;-1.691541829022382E-01;-8.334464019885818E-01;
9.295147573786893E+08;-1.768635653209229E-01;-8.332801801912445E-01;
9.300150075037519E+08;-1.844376996933461E-01;-8.330410740417590E-01;
9.305152576288145E+08;-1.920440513461338E-01;-8.327967676240582E-01;
9.310155077538769E+08;-1.997707366866861E-01;-8.322946976508172E-01;
9.315157578789395E+08;-2.074033284811461E-01;-8.319256625245098E-01;
9.320160080040020E+08;-2.151751709709446E-01;-8.315816704875086E-01;
9.325162581290646E+08;-2.228822232274357E-01;-8.311149652372668E-01;
9.330165082541270E+08;-2.306702193757247E-01;-8.305761092022989E-01;
9.335167583791896E+08;-2.384013339893336E-01;-8.299084070849198E-01;
9.340170085042521E+08;-2.462337393660484E-01;-8.291971785433419E-01;
9.345172586293147E+08;-2.541801954034739E-01;-8.285161057826477E-01;
9.350175087543771E+08;-2.620186017617330E-01;-8.277579042339744E-01;
9.355177588794397E+08;-2.700176822114438E-01;-8.268543475875626E-01;
9.360180090045023E+08;-2.780513621849658E-01;-8.257503417908130E-01;
9.365182591295648E+08;-2.859390126421625E-01;-8.248640543361642E-01;
9.370185092546273E+08;-2.939597037583995E-01;-8.236395244544253E-01;
9.375187593796898E+08;-3.018420016218500E-01;-8.224799640293802E-01;
9.380190095047524E+08;-3.100072803125058E-01;-8.212012844064354E-01;
9.385192596298149E+08;-3.180163465201450E-01;-8.199063409290293E-01;
9.390195097548774E+08;-3.261710037200608E-01;-8.185267443265698E-01;
9.395197598799400E+08;-3.342150361973631E-01;-8.169808378511101E-01;
9.400200100050025E+08;-3.423770478324377E-01;-8.155179975184977E-01;
9.405202601300651E+08;-3.503796432105217E-01;-8.138695136588591E-01;
9.410205102551275E+08;-3.586188080386983E-01;-8.119851378007432E-01;
